station_id,year,month,day,rides
40240,2019,1,8,6197
40240,2019,1,9,5958
40240,2019,1,10,5955
40240,2019,1,11,6263
40240,2019,1,12,3687
40240,2019,1,13,3201
40240,2019,1,14,5875
40240,2019,1,15,6110
40240,2019,1,16,6115
40240,2019,1,17,6117
40240,2019,1,18,6164
40240,2019,1,19,3435
40240,2019,1,20,2855
40240,2019,1,21,3749
40240,2019,1,22,5753
40240,2019,1,23,5943
40240,2019,1,24,5818
40240,2019,1,25,4817
40240,2019,1,26,3562
40240,2019,1,27,2805
40240,2019,1,28,5457
40240,2019,1,29,4741
40240,2019,1,30,1490
40240,2019,1,31,2776
40250,2019,1,1,978
40250,2019,1,2,1499
40250,2019,1,3,1577
40250,2019,1,4,1589
40250,2019,1,5,1133
40250,2019,1,6,934
40250,2019,1,7,1686
40250,2019,1,8,1795
40250,2019,1,9,1732
40250,2019,1,10,1799
40250,2019,1,11,1748
40250,2019,1,12,1007
40250,2019,1,13,809
40250,2019,1,14,1762
40250,2019,1,15,1836
40250,2019,1,16,1924
40250,2019,1,17,1914
40250,2019,1,18,1815
40250,2019,1,19,856
40250,2019,1,20,713
40250,2019,1,21,1102
40250,2019,1,22,1793
40250,2019,1,23,1778
40250,2019,1,24,1700
40250,2019,1,25,1382
40250,2019,1,26,878
40250,2019,1,27,747
40250,2019,1,28,1479
40250,2019,1,29,1411
40250,2019,1,30,417
40250,2019,1,31,847
40260,2019,1,1,3359
40260,2019,1,2,9146
40260,2019,1,3,10325
40260,2019,1,4,10329
40260,2019,1,5,5154
40260,2019,1,6,3405
40260,2019,1,7,10231
40260,2019,1,8,10639
40260,2019,1,9,10400
40260,2019,1,10,10496
40260,2019,1,11,10656
40260,2019,1,12,4751
40260,2019,1,13,3328
40260,2019,1,14,11901
40260,2019,1,15,12139
40260,2019,1,16,12233
40260,2019,1,17,12308
40260,2019,1,18,10685
40260,2019,1,19,4733
40260,2019,1,20,3254
40260,2019,1,21,5835
40260,2019,1,22,11855
40260,2019,1,23,11822
40260,2019,1,24,11844
40260,2019,1,25,9135
40260,2019,1,26,4318
40260,2019,1,27,2954
40260,2019,1,28,11197
40260,2019,1,29,9392
40260,2019,1,30,1196
40260,2019,1,31,3296
40270,2019,1,1,350
40270,2019,1,2,905
40270,2019,1,3,1013
40270,2019,1,4,1063
40270,2019,1,5,705
40270,2019,1,6,470
40270,2019,1,7,1022
40270,2019,1,8,1191
40270,2019,1,9,1119
40270,2019,1,10,1097
40270,2019,1,11,1166
40270,2019,1,12,631
40270,2019,1,13,514
40270,2019,1,14,1092
40270,2019,1,15,1148
40270,2019,1,16,1071
40270,2019,1,17,1151
40270,2019,1,18,1166
40270,2019,1,19,660
40270,2019,1,20,513
40270,2019,1,21,790
40270,2019,1,22,1186
40270,2019,1,23,1125
40270,2019,1,24,1072
40270,2019,1,25,924
40270,2019,1,26,598
40270,2019,1,27,443
40270,2019,1,28,1159
40270,2019,1,29,868
40270,2019,1,30,95
40270,2019,1,31,366
40280,2019,1,1,706
40280,2019,1,2,1576
40280,2019,1,3,1666
40280,2019,1,4,1775
40280,2019,1,5,1141
40280,2019,1,6,891
40280,2019,1,7,1797
40280,2019,1,8,1901
40280,2019,1,9,1859
40280,2019,1,10,1810
40280,2019,1,11,1874
40280,2019,1,12,1018
40280,2019,1,13,743
40280,2019,1,14,1839
40280,2019,1,15,1807
40280,2019,1,16,1861
40280,2019,1,17,1929
40280,2019,1,18,1902
40280,2019,1,19,851
40280,2019,1,20,653
40280,2019,1,21,1149
40280,2019,1,22,1811
40280,2019,1,23,1747
40280,2019,1,24,1782
40280,2019,1,25,1450
40280,2019,1,26,961
40280,2019,1,27,749
40280,2019,1,28,1585
40280,2019,1,29,1455
40280,2019,1,30,426
40280,2019,1,31,835
40290,2019,1,1,370
40290,2019,1,2,812
40290,2019,1,3,939
40290,2019,1,4,992
40290,2019,1,5,543
40290,2019,1,6,377
40290,2019,1,7,977
40290,2019,1,8,1020
40290,2019,1,9,1056
40290,2019,1,10,987
40290,2019,1,11,1031
40290,2019,1,12,450
40290,2019,1,13,372
40290,2019,1,14,1048
40290,2019,1,15,1060
40290,2019,1,16,1085
40290,2019,1,17,1066
40290,2019,1,18,1067
40290,2019,1,19,420
40290,2019,1,20,341
40290,2019,1,21,554
40290,2019,1,22,982
40290,2019,1,23,1021
40290,2019,1,24,980
40290,2019,1,25,775
40290,2019,1,26,418
40290,2019,1,27,318
40290,2019,1,28,960
40290,2019,1,29,802
40290,2019,1,30,247
40290,2019,1,31,438
40300,2019,1,1,274
40300,2019,1,2,598
40300,2019,1,3,712
40300,2019,1,4,700
40300,2019,1,5,367
40300,2019,1,6,298
40300,2019,1,7,747
40300,2019,1,8,849
40300,2019,1,9,794
40300,2019,1,10,787
40300,2019,1,11,767
40300,2019,1,12,317
40300,2019,1,13,273
40300,2019,1,14,797
40300,2019,1,15,800
40300,2019,1,16,828
40300,2019,1,17,820
40300,2019,1,18,741
40300,2019,1,19,290
40300,2019,1,20,225
40300,2019,1,21,386
40300,2019,1,22,733
40300,2019,1,23,797
40300,2019,1,24,780
40300,2019,1,25,554
40300,2019,1,26,291
40300,2019,1,27,236
40300,2019,1,28,739
40300,2019,1,29,604
40300,2019,1,30,110
40300,2019,1,31,233
40310,2019,1,1,962
40310,2019,1,2,2649
40310,2019,1,3,2937
40310,2019,1,4,3047
40310,2019,1,5,1686
40310,2019,1,6,1182
40310,2019,1,7,3274
40310,2019,1,8,3417
40310,2019,1,9,3314
40310,2019,1,10,3401
40310,2019,1,11,3339
40310,2019,1,12,1458
40310,2019,1,13,1121
40310,2019,1,14,3522
40310,2019,1,15,3605
40310,2019,1,16,3699
40310,2019,1,17,3767
40310,2019,1,18,3482
40310,2019,1,19,1379
40310,2019,1,20,1039
40310,2019,1,21,2039
40310,2019,1,22,3568
40310,2019,1,23,3593
40310,2019,1,24,3516
40310,2019,1,25,2826
40310,2019,1,26,1318
40310,2019,1,27,925
40310,2019,1,28,3279
40310,2019,1,29,2946
40310,2019,1,30,562
40310,2019,1,31,1283
40320,2019,1,1,2282
40320,2019,1,2,4988
40320,2019,1,3,5650
40320,2019,1,4,5691
40320,2019,1,5,2758
40320,2019,1,6,1975
40320,2019,1,7,5923
40320,2019,1,8,6445
40320,2019,1,9,6305
40320,2019,1,10,6263
40320,2019,1,11,6508
40320,2019,1,12,2520
40320,2019,1,13,1991
40320,2019,1,14,6292
40320,2019,1,15,6393
40320,2019,1,16,6394
40320,2019,1,17,6549
40320,2019,1,18,6387
40320,2019,1,19,2494
40320,2019,1,20,1882
40320,2019,1,21,3526
40320,2019,1,22,6280
40320,2019,1,23,6299
40320,2019,1,24,6409
40320,2019,1,25,5360
40320,2019,1,26,2320
40320,2019,1,27,1647
40320,2019,1,28,6390
40320,2019,1,29,5354
40320,2019,1,30,689
40320,2019,1,31,2021
40330,2019,1,1,8547
40330,2019,1,2,9607
40330,2019,1,3,10449
40330,2019,1,4,10941
40330,2019,1,5,8299
40330,2019,1,6,5928
40330,2019,1,7,9304
40330,2019,1,8,10230
40330,2019,1,9,9842
40330,2019,1,10,10106
40330,2019,1,11,10587
40330,2019,1,12,7389
40330,2019,1,13,5747
40330,2019,1,14,9767
40330,2019,1,15,10050
40330,2019,1,16,10040
40330,2019,1,17,10171
40330,2019,1,18,10876
40330,2019,1,19,7872
40330,2019,1,20,6103
40330,2019,1,21,7597
40330,2019,1,22,9734
40330,2019,1,23,9967
40330,2019,1,24,9929
40330,2019,1,25,9796
40330,2019,1,26,7071
40330,2019,1,27,5486
40330,2019,1,28,9652
40330,2019,1,29,8042
40330,2019,1,30,1588
40330,2019,1,31,4303
40340,2019,1,1,1335
40340,2019,1,2,2603
40340,2019,1,3,2946
40340,2019,1,4,2918
40340,2019,1,5,2088
40340,2019,1,6,1594
40340,2019,1,7,3017
40340,2019,1,8,3186
40340,2019,1,9,3076
40340,2019,1,10,3076
40340,2019,1,11,3138
40340,2019,1,12,1877
40340,2019,1,13,1666
40340,2019,1,14,3218
40340,2019,1,15,3205
40340,2019,1,16,3277
40340,2019,1,17,3213
40340,2019,1,18,3270
40340,2019,1,19,1993
40340,2019,1,20,1392
40340,2019,1,21,2201
40340,2019,1,22,3259
40340,2019,1,23,3248
40340,2019,1,24,3258
40340,2019,1,25,2748
40340,2019,1,26,1783
40340,2019,1,27,1436
40340,2019,1,28,3319
40340,2019,1,29,2706
40340,2019,1,30,516
40340,2019,1,31,1311
40350,2019,1,1,981
40350,2019,1,2,2376
40350,2019,1,3,2495
40350,2019,1,4,2496
40350,2019,1,5,1209
40350,2019,1,6,925
40350,2019,1,7,3029
40350,2019,1,8,3057
40350,2019,1,9,3180
40350,2019,1,10,3282
40350,2019,1,11,3270
40350,2019,1,12,1361
40350,2019,1,13,1270
40350,2019,1,14,8054
40350,2019,1,15,7774
40350,2019,1,16,8081
40350,2019,1,17,7757
40350,2019,1,18,7392
40350,2019,1,19,1489
40350,2019,1,20,1192
40350,2019,1,21,1991
40350,2019,1,22,7642
40350,2019,1,23,8070
40350,2019,1,24,7657
40350,2019,1,25,6371
40350,2019,1,26,1633
40350,2019,1,27,1142
40350,2019,1,28,7244
40350,2019,1,29,6160
40350,2019,1,30,395
40350,2019,1,31,1025
40360,2019,1,1,1115
40360,2019,1,2,2944
40360,2019,1,3,3271
40360,2019,1,4,3286
40360,2019,1,5,1994
40360,2019,1,6,1312
40360,2019,1,7,3418
40360,2019,1,8,3636
40360,2019,1,9,3526
40360,2019,1,10,3578
40360,2019,1,11,3726
40360,2019,1,12,1975
40360,2019,1,13,1455
40360,2019,1,14,3569
40360,2019,1,15,3618
40360,2019,1,16,3618
40360,2019,1,17,3556
40360,2019,1,18,3417
40360,2019,1,19,1899
40360,2019,1,20,1315
40360,2019,1,21,2195
40360,2019,1,22,3490
40360,2019,1,23,3540
40360,2019,1,24,3455
40360,2019,1,25,2932
40360,2019,1,26,1730
40360,2019,1,27,1124
40360,2019,1,28,3404
40360,2019,1,29,2581
40360,2019,1,30,288
40360,2019,1,31,1040
40370,2019,1,1,3436
40370,2019,1,2,12194
40370,2019,1,3,12984
40370,2019,1,4,12816
40370,2019,1,5,5644
40370,2019,1,6,3777
40370,2019,1,7,12854
40370,2019,1,8,13587
40370,2019,1,9,13345
40370,2019,1,10,13246
40370,2019,1,11,12731
40370,2019,1,12,4750
40370,2019,1,13,3876
